idx,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
29,,,,,,,,,,,,,,,,,,,,,,,,0.0306,0.0297,0.0288,0.028,0.0273,0.0268,0.0289,0.0325,0.0342,0.0344,0.0344,0.0318,0.031365854,0.031142857,0.030674419,0.030454545,0.030044444,0.03026087,0.029957447,0.020666667
30,,,,,,,,,,,,,,,,,,,,,,,,,0.0296,0.0287,0.0279,0.0271,0.0263,0.0259,0.0272,0.0306,0.0328,0.0334,0.0312,0.030804878,0.03047619,0.030186047,0.029818182,0.029533333,0.029217391,0.029106383,0.020666667
31,,,,,,,,,,,,,,,,,,,,,,,,,,0.0286,0.0278,0.027,0.0263,0.0255,0.025,0.0258,0.0288,0.0313,0.0304,0.030243902,0.029857143,0.029697674,0.029272727,0.029111111,0.028652174,0.028489362,0.020807188
32,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0278,0.0269,0.0262,0.0255,0.0249,0.0242,0.0247,0.0272,0.0298,0.029658537,0.029333333,0.029023256,0.028818182,0.028444444,0.02826087,0.027914894,0.023351679
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,0.0262,0.0255,0.0248,0.0242,0.0236,0.023,0.0276,0.028902439,0.028809524,0.028465116,0.028363636,0.027977778,0.027826087,0.027446809,0.025896171
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261,0.0254,0.0247,0.0241,0.0235,0.023,0.025,0.026195122,0.028190476,0.027976744,0.027636364,0.027555556,0.027173913,0.027085106,0.030006891
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253,0.0247,0.024,0.0235,0.0229,0.0232,0.02402439,0.024857143,0.027302326,0.027181818,0.027022222,0.026782609,0.026553191,0.031084461
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,0.024,0.0234,0.0229,0.0192,0.022146341,0.023095238,0.023813953,0.026,0.026422222,0.026391304,0.026042553,0.03216203
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238,0.0233,0.0228,0.018,0.018731707,0.021142857,0.022209302,0.023272727,0.024755556,0.02573913,0.025680851,0.032477411
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.0228,0.016,0.017414634,0.018285714,0.020186047,0.021363636,0.022688889,0.023565217,0.025191489,0.033668899
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0213,0.0132,0.015414634,0.016857143,0.017813953,0.019272727,0.020622222,0.021869565,0.022425532,0.034860388
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,0.012731707,0.014857143,0.016372093,0.017272727,0.0184,0.020173913,0.021085106,0.038244413
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009365854,0.012285714,0.014325581,0.016,0.016755556,0.017565217,0.019744681,0.039859731
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009142857,0.011860465,0.013818182,0.015644444,0.01626087,0.016765957,0.04147505
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008930233,0.011454545,0.013333333,0.015304348,0.015787234,0.040766369
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008727273,0.011066667,0.012869565,0.014978723,0.035154903
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008533333,0.010695652,0.012425532,0.029543437
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008347826,0.010340426,0.012738026
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008170213,0.009397157
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006056287
